,tokens,ner_tags
5470,"['Дорогая', 'Елена,\n', '\n', 'В', 'системе', 'Instagram', 'зарегистрирована', 'заявка', 'на', 'восстановление', 'доступа', 'к', 'аккаунту:\n', 'https://www.instagram.com/elena123/\n', '\n', 'Если', 'это', 'происходит', 'без', 'вашего', 'ведома', 'и', 'это', 'ваш аккаунт,', 'вам', 'необходимо', 'срочно', 'зайти', 'на', 'свой', 'аккаунт,', 'чтобы', 'отменить', 'операцию.']","['O', 'U-FIRST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5471,"['системная', 'интеграция']","['O', 'O']"
5472,"['m29:', 'M29']","['O', 'O']"
5473,"['В', 'этой', 'публикации', 'утверждается', 'что', 'президент', 'стала', 'жертвой', 'заговора', 'коппрумпированных', 'политиков', 'направленного', 'против', 'Бразилии', 'демократии', 'и', 'в', 'первую', 'очередь', 'против', 'граждан', 'страны', 'Необходимы', 'по', 'крайней', 'мере', '342', 'из', '512', 'голосов', 'или', 'две', 'трети', 'голосов', 'Нижней', 'палаты', 'Национального', 'конгресса', 'Бразилии', 'Национального', 'конгресса', 'Бразилии', 'чтобы', 'утвердить', 'решение', 'по', 'импичменту', 'после', 'чего', 'дело', 'будет', 'передано', 'в', 'Сенат']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5474,"['Монтаж', 'и', 'эксплуатация', 'внутренних', 'сантехнических', 'устройств', 'и', 'вентиляции']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5475,"['В', 'дополнительном', 'офисе', '№8424/0238', 'работают', 'только', 'по', 'будням.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5476,"['в', 'ГУ', 'Банка', 'по', 'ЦФО']","['O', 'O', 'O', 'O', 'O']"
5477,"['Доп.офис', '№4273/0427']","['O', 'O']"
5478,['9drCukWX8297f4791ef69061e78461aac0e2453e'],['O']
5479,"['8.', 'Свидетельство', 'о', 'браке.']","['O', 'O', 'O', 'O']"
5480,"['Россия', ',', 'Москва', ',', '117312', ',', 'ул', '.', 'Вавилова', ',', 'д', '.', '19']","['U-COUNTRY', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'U-STREET', 'O', 'B-HOUSE', 'I-HOUSE', 'L-HOUSE']"
5481,"['systemd[1]:', 'Starting', 'User', 'runtime', 'directory', '/run/user/0...']","['O', 'O', 'O', 'O', 'O', 'O']"
5482,['TikTok'],['O']
5483,"['Слесарь', 'по', 'ремонту', 'строительных', 'машин']","['O', 'O', 'O', 'O', 'O']"
5484,"['Черненко', ',', 'Константин', 'Устинович']","['U-LAST_NAME', 'O', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
5485,"['Музейное', 'дело', 'и', 'охрана', 'памятников']","['O', 'O', 'O', 'O', 'O']"
5486,"['куалити', 'гейты:']","['O', 'O']"
5487,"['Novikova', '(LubovN)']","['U-LAST_NAME', 'U-FIRST_NAME']"
5488,['Религиоведение'],['O']
5489,"['арисе:', 'Aris']","['O', 'O']"
5490,"['systemd[1708470]:', 'Reached', 'target', 'Exit', 'the', 'Session.']","['O', 'O', 'O', 'O', 'O', 'O']"
5491,['Ukrainian'],['O']
5492,['XTA'],['O']
5493,['строительство'],['O']
5494,"['Ветеринарно-санитарная', 'экспертиза']","['O', 'O']"
5495,"['Министр', 'иностранных', 'дел', 'Грузии', 'Майя', 'Панджикидзе', 'ответила', 'на', 'заявление', 'администрации', 'президента', 'Грузии', 'Михаила', 'Саакашвили', 'в', 'связи', 'с', 'изменением', 'статуса', 'консульств', 'Грузии', 'на', 'Украине', '.']","['O', 'O', 'O', 'U-COUNTRY', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O']"
5496,"['Политологи', 'прокомментировали', 'отставку', 'самарского', 'губернатора', 'Артякова']","['O', 'O', 'O', 'U-REGION', 'O', 'U-LAST_NAME']"
5497,"['Козлов', 'Александр', 'Иванович\n', 'IT-отдел', 'Казань\n', '+7', '843', '123-45-67,', 'ak.kozlov@it.tensor.ru']","['U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'U-CITY', 'O', 'O', 'O', 'O']"
5498,"['Titova', '(AnnaT)']","['U-LAST_NAME', 'U-FIRST_NAME']"
5499,"['розничная', 'торговля,', 'управление', 'недвижимостью']","['O', 'O', 'O', 'O']"
5500,"['Стандартизация', 'и', 'сертификация', 'продукции']","['O', 'O', 'O', 'O']"
5501,"['root', '', '', '', '', '1703801', '', '', '', '', '', '', '2', '', '0', '12:45', '?', '', '', '', '', '', '', '', '00:00:00', '[kworker/10:0-cgroup_destroy]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5502,"['Лазерная', 'техника', 'и', 'лазерные', 'технологии']","['O', 'O', 'O', 'O', 'O']"
5503,['Садоводство'],['O']
5504,"['Дополнительный', 'офис', '№8424/0238', 'работает', 'с', '9:00', 'до', '20:00.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5505,"['Стороны', 'в', 'настоящее', 'время', 'пытаются', 'оценить', 'империю', 'Хефнер', 'ушел', 'из', 'жизни', '28', 'сентября', 'в', 'возрасте', '91', 'года']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5506,"['Технология', 'лесозаготовок']","['O', 'O']"
5507,"['CN=EXCHANGE-GROUP,OU=USR,DC=int,DC=sblogistica,DC=ru;CN=Оповещение', 'от', 'ИТ,OU=MAIL-GROUP,OU=SMAIL-OBJECT,OU=USR,DC=int,DC=sblogistica,DC=ru;CN=MSK-FS-HR-RW,OU=HR,OU=Центральный', 'офис,OU=File', 'Share,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru']","['O', 'O', 'O', 'O', 'O']"
5508,['jvBKWEyn804c05f122762c523664add6a92c0c2a'],['O']
5509,"['wendy-ld21.alpha.sbrf.ru', 'mysql', 'port', '3306']","['O', 'O', 'O', 'O']"
5510,"['О', 'персональных', 'данных']","['O', 'O', 'O']"
5511,"['випин:', 'VPN']","['O', 'O']"
5512,"['Изготовитель', 'арматурных', 'сеток', 'и', 'каркасов']","['O', 'O', 'O', 'O', 'O']"
5513,"['jmeter:', 'Jmeter']","['O', 'O']"
5514,['996771449350'],['O']
5515,"['01.02.23', 'вам', 'выдана', 'электронная', 'подпись', 'на', 'реквизиты\n', 'Клюев', 'Александр', 'Юрьевич', 'ИНН', '231524136502']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'O']"
5516,"['РАСПОРЯЖЕНИЕ', 'ФИЛИППОВ', 'БУДИМИР', 'АРТУРОВИЧ']","['O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
5517,"['Редкими', 'побочными', 'эффектами', 'введения', 'являются', 'судороги', ',', 'отек', 'Квинке', ',', 'крапивница', ',', 'анафилактический', 'шок', ',', 'неврологические', 'симптомы', 'по', 'типу', 'энцефалита', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5518,['Микробиология'],['O']
5519,"['продажа', 'предметов', 'роскоши']","['O', 'O', 'O']"
5520,"['Чьюнг', 'с', '2009', 'года', 'занимал', 'в', 'совете', 'пост', 'независимого', 'директора', '.']","['U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5521,"['Совместная', 'федеральная', 'и', 'иностранная', 'собственность']","['O', 'O', 'O', 'O', 'O']"
5522,"['торговля', 'алкоголем']","['O', 'O']"
5523,['89161917888@MAIL.RU'],['O']
5524,"['CN=', 'Laricheva', 'Nina', 'Igorevna', ',OU=Региональный', 'центр', 'по', 'г.', 'Владивосток', ',OU=', 'Владивосток', ',OU=USR,DC=int,DC=sblogistica,DC=ru;CN=', 'Vasinskaya', 'Elena', 'Aleksandrovna', ',OU=Региональный', 'центр', 'по', 'г.', 'Владивосток', ',OU=', 'Владивосток', ',OU=USR,DC=int,DC=sblogistica,DC=ru;CN=', 'Zarichnaya', 'Yuliya', 'Aleksandrovna', ',OU=Disabled,DC=int,DC=sblogistica,DC=ru;CN=', 'Toporova', 'Anastasiya', 'Romanovna', ',OU=Региональный', 'центр', 'по', 'г.', 'Владивосток', ',OU=', 'Владивосток', ',OU=USR,DC=int,DC=sblogistica,DC=ru']","['O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'U-CITY', 'O']"
5525,"['Высокотехнологичные', 'производства', 'пищевых', 'продуктов', 'функционального', 'и', 'специализированного', 'назначения']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5526,"['Наладчик', 'холодноштамповочного', 'оборудования']","['O', 'O', 'O']"
5527,['Applicant'],['O']
5528,"['Коксохимическое', 'производство']","['O', 'O']"
5529,['DES29=546;BCSURR=UNKNOWN;REV_RC=33;SRC_FI=1;SRC_CT=8;SKIP_AUTH_EVNT;STANDIN_RQ_CAT=R;L_C=3e2;'],['O']
5530,"['ПОКУПКА', 'БИЛЕТОВ', 'НА', 'ПОЕЗД', 'ЧЕРЕЗ', 'ИНТЕРНЕТ']","['O', 'O', 'O', 'O', 'O', 'O']"
5531,"['2022-09-09', '12:34:57']","['O', 'O']"
5532,"['Адрес', 'дополнительного', 'офиса', '№8424/0238.']","['O', 'O', 'O', 'O']"
5533,"['52', ',', '152', 'НИЖЕГОРОДСКАЯ', 'ОБЛАСТЬ']","['O', 'O', 'O', 'U-REGION', 'O']"
5534,['UO'],['O']
5535,"['Адрес', 'дополнительного', 'офиса', '№8424/0238']","['O', 'O', 'O', 'O']"
5536,"['СИДОРОВ', 'ДМИТРИЙ', 'АЛЕКСЕЕВИЧ']","['U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
5537,"['34', 'Поступления', 'от', 'операций', 'игорного', 'бизнеса', '20202']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
5538,"['производство', 'и', 'продажа', 'компьютеров']","['O', 'O', 'O', 'O']"
5539,['Зодчество'],['O']
5540,"['Стартовые', 'и', 'технические', 'комплексы', 'ракет', 'и', 'космических', 'аппаратов']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5541,"[""'"", ""''"", 'Дро́вдиль', ""''"", ""'"", '—', 'деревня', 'в', 'Вожегодском', 'районе', 'Вологодской', 'области', '.']","['O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'U-DISTRICT', 'O', 'U-REGION', 'O', 'O']"
5542,['typeProductCategoryDictionaryVersion_approved'],['O']
5543,['1.324939265299253e+17'],['O']
5544,"['Судебная', 'экспертиза']","['O', 'O']"
5545,['UZBEKISTAN'],['U-COUNTRY']
5546,"['За', 'эти', 'годы', 'страна', 'накопила', 'фантастический', 'долг', 'в', '1', ',', '9', 'трлн', 'евро', ',', 'а', 'сам', 'глава', 'правительства', 'отметился', 'целой', 'серией', 'скандалов', ',', 'в', 'том', 'числе', 'и', 'сексуальных', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5547,"['перевозка', 'нефти', 'и', 'нефтепродуктов']","['O', 'O', 'O', 'O']"
5548,"['UID[id', '=', '5456160fhghtr71423698,', 'appId', '=', '5456160128371423698,', 'idMDMP', '=', 'null,', 'partition', '=', ""null]',""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5549,"['юфэйз:', 'uFase']","['O', 'O']"
5550,"['2022-09-09', '12:39:39']","['O', 'O']"
5551,"['Feb', '20', ',', '2022\n', 'Ковалев', 'Николай\n', 'Прошел', 'обучение', 'на', 'курсе\n', 'Анализ', 'данных', 'на', 'Python', 'от', 'университета', 'Michigan', 'на', 'платформе', 'Coursera\n']","['O', 'O', 'O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'O']"
5552,"['2022-09-09', '12:44:39']","['O', 'O']"
5553,"['Исходные', 'данные:']","['O', 'O']"
5554,"['Морано', 'была', 'признана', 'старейшей', 'жительницей', 'планеты', 'после', 'смерти', '12', 'мая', '2016', 'года', 'американки', 'Сюзанны', 'Мушатт', 'Джонс']","['U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'U-LAST_NAME']"
5555,"['MOY', 'ADRES', 'PROPISKI:', 'KAZAKHSTAN,', 'ALMATINSKAYA', 'OBLAST', 'G.', 'ALMATY', 'UL.', 'DOSTYK', 'D.', '15', 'KV.', '20']","['O', 'O', 'O', 'U-COUNTRY', 'U-REGION', 'O', 'O', 'U-CITY', 'O', 'U-STREET', 'B-HOUSE', 'I-HOUSE', 'I-HOUSE', 'L-HOUSE']"
5556,"['Акции', '(89,6%),', 'облигации', '(46,7%),', 'депозиты.']","['O', 'O', 'O', 'O', 'O']"
5557,"['Монтажник', 'трубопроводов']","['O', 'O']"
5558,"['джава:', 'Java']","['O', 'O']"
5559,"['Лабораторная', 'генетика']","['O', 'O']"
5560,"['admin', '', '1634610', '', '', '', '', '', '', '1', '', '0', '10:02', '?', '', '', '', '', '', '', '', '00:00:00', '/usr/lib/systemd/systemd', '--user']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5561,"['""', 'Гола́нские', 'высо́ты', '""', '(', ',', ')', '-', 'спорная', 'территория', 'на', 'Ближнем', 'Востоке', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5562,"['Ла-Ла', 'Ленд', '/', 'La', 'La', 'Land', '(2016)']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
5563,"['570,73', 'руб./Гкал']","['O', 'O']"
5564,"['CN=ALFA,OU=DL,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru;CN=MSK-FS-P-DNSA-RW,OU=MSK,OU=FS,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru;CN=Отдел', 'транспортной', 'логистики', 'по', 'ДВФО,OU=DL,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru;CN=Региональный', 'центр', 'по', 'г.', 'Владивосток', ',OU=Региональный', 'центр', 'по', 'г.', 'Владивосток', ',OU=', 'Владивосток', ',OU=USR,DC=int,DC=sblogistica,DC=ru;CN=WE-USERS,OU=WE,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru;CN=M365-MailAccess,OU=M365,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'U-CITY', 'O']"
5565,"['Товароведение', '(по', 'группам', 'однородных', 'товаров)']","['O', 'O', 'O', 'O', 'O']"
5566,['3-7YHN-19'],['O']
5567,['Мосстроимеханизация-5'],['O']
5568,"['Два', 'друга', 'работают', 'на', 'заводе', ':', 'Михалойвич', 'и', 'Петрович']","['O', 'O', 'O', 'O', 'O', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME']"
5569,"['Химическая', 'технология', 'и', 'оборудование', 'отделочного', 'производства']","['O', 'O', 'O', 'O', 'O', 'O']"
5570,"['производство', 'муки']","['O', 'O']"
5571,"['KUDRJASHOVA', 'ANTONINA', 'MATVEEVNA']","['U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
5572,"['Технология', 'и', 'дизайн', 'упаковочного', 'производства']","['O', 'O', 'O', 'O', 'O']"
5573,['Трансгрупп'],['O']
5574,"['Эксплуатация', 'транспортного', 'электрооборудования', 'и', 'автоматики', '(по', 'видам', 'транспорта)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5575,"['Также', 'Фактура', 'назначил', 'премьеру', 'видеоклипа', 'на', '7', 'декабря', '2018', 'года', 'которая', 'должна', 'состояться', 'на', 'YouTube']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5576,"['zabbix', '', '', '3680825', '3680820', '', '0', 'Mar23', '?', '', '', '', '', '', '', '', '00:00:03', '/usr/sbin/zabbix_agentd:', 'listener', '#2', '[waiting', 'for', 'connection]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5577,"['89', 'Оказание', 'услуг', 'юридическим', 'и', 'физическим', 'лицам', '20202']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5578,"['регестри:', 'Registry']","['O', 'O']"
5579,['q9OYTxez6b6f543d768f664936eda744a66ae2d7'],['O']
5580,"['2022-09-12', '21:59:14']","['O', 'O']"
5581,"['IT-компания,', 'объединяющая', 'лучшие', 'мировые', 'практики', 'и', 'самый', 'современный', 'стек.', 'Масштабные', 'задачи,', 'поддержка', 'и…']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5582,"['САНКТ', '-', 'ПЕТЕРБУРГ', ',', 'НЕВСКИЙ', 'ПРОСПЕКТ', '25']","['B-CITY', 'I-CITY', 'L-CITY', 'O', 'B-STREET', 'L-STREET', 'U-HOUSE']"
5583,"['ЖЕВ', '21']","['O', 'O']"
5584,"['The', 'volume', 'of', 'a', 'liquid', 'is', 'given', 'in', 'liters.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5585,"['Результативная', 'реклама']","['O', 'O']"
5586,"['арис:', 'Aris']","['O', 'O']"
